2020-04-30;4512
2020-04-29;4512
2020-04-28;4512
2020-04-27;4512
2020-04-26;4512
2020-04-25;4512
2020-04-24;4512
2020-04-23;4512
2020-04-22;4512
2020-04-21;4512
2020-04-20;4512
2020-04-19;4512
2020-04-18;4512
2020-04-17;4512
2020-04-16;3222
2020-04-15;3222
2020-04-14;3221
2020-04-13;3221
2020-04-12;3219
2020-04-11;3219
2020-04-10;3216
2020-04-09;3215
2020-04-08;3213
2020-04-07;3212
2020-04-06;3212
2020-04-05;3210
2020-04-04;3207
2020-04-03;3203
2020-04-02;3199
2020-04-01;3193
2020-03-31;3187
2020-03-30;3186
2020-03-29;3182
2020-03-28;3177
2020-03-27;3174
2020-03-26;3169
2020-03-25;3163
2020-03-24;3160
2020-03-23;3153
2020-03-22;3153
2020-03-21;3139
2020-03-20;3133
2020-03-19;3130
2020-03-18;3122
2020-03-17;3111
2020-03-16;3099
2020-03-15;3085
2020-03-14;3075
2020-03-13;3062
2020-03-12;3056
2020-03-11;3046
2020-03-10;3024
2020-03-09;3008
2020-03-08;2986
2020-03-07;2959
2020-03-06;2931
2020-03-05;2902
2020-03-04;2871
2020-03-03;2835
2020-03-02;2803
2020-03-01;2761
2020-02-29;2727
2020-02-28;2682
2020-02-27;2641
2020-02-26;2615
2020-02-25;2563
2020-02-24;2495
2020-02-23;2346
2020-02-22;2346
2020-02-21;2144
2020-02-20;2144
2020-02-19;2029
2020-02-18;1921
2020-02-17;1789
2020-02-16;1696
2020-02-15;1596
2020-02-14;1457
2020-02-13;1310
2020-02-12;1068
2020-02-11;1068
2020-02-10;974
2020-02-09;871
2020-02-08;780
2020-02-07;699
2020-02-06;618
2020-02-05;549
2020-02-04;479
2020-02-03;414
2020-02-02;350
2020-02-01;249
2020-01-31;204
2020-01-30;162
2020-01-29;125
2020-01-28;125
2020-01-27;76
2020-01-26;52
2020-01-25;40
2020-01-24;24
2020-01-23;17
2020-01-22;17
