2020-04-30;75945
2020-04-29;71252
2020-04-28;68941
2020-04-27;66624
2020-04-26;64928
2020-04-25;63120
2020-04-24;60498
2020-04-23;57576
2020-04-22;54543
2020-04-21;51600
2020-04-20;48877
2020-04-19;47055
2020-04-18;44927
2020-04-17;42727
2020-04-16;40164
2020-04-15;38092
2020-04-14;37130
2020-04-13;35435
2020-04-12;34211
2020-04-11;32534
2020-04-10;30455
2020-04-09;28470
2020-04-08;26491
2020-04-07;24392
2020-04-06;22837
2020-04-05;21815
2020-04-04;20996
2020-04-03;19758
2020-04-02;18278
2020-04-01;16847
2020-03-31;15729
2020-03-30;14620
2020-03-29;13030
2020-03-28;12384
2020-03-27;10950
2020-03-26;10361
2020-03-25;9362
2020-03-24;8326
2020-03-23;7024
2020-03-22;7024
2020-03-21;6072
2020-03-20;4440
2020-03-19;4440
2020-03-18;4025
2020-03-17;2941
2020-03-16;2749
2020-03-15;2335
2020-03-14;1966
2020-03-13;1439
2020-03-12;1045
2020-03-11;1045
2020-03-10;724
2020-03-09;724
2020-03-08;622
2020-03-07;589
2020-03-06;523
2020-03-05;414
2020-03-04;276
2020-03-03;160
2020-03-02;149
2020-03-01;83
2020-02-29;46
2020-02-28;46
2020-02-27;45
2020-02-26;3
2020-02-25;1
2020-02-24;1
2020-02-23;2
2020-02-22;1
2020-02-21;0
2020-02-20;0
2020-02-19;0
2020-02-18;0
2020-02-17;0
2020-02-16;0
2020-02-15;0
2020-02-14;0
2020-02-13;0
2020-02-12;0
2020-02-11;0
2020-02-10;0
2020-02-09;0
2020-02-08;0
2020-02-07;0
2020-02-06;0
2020-02-05;0
2020-02-04;0
2020-02-03;0
2020-02-02;0
2020-02-01;0
2020-01-31;0
2020-01-30;0
2020-01-29;0
2020-01-28;0
2020-01-27;0
2020-01-26;0
2020-01-25;0
2020-01-24;0
2020-01-23;0
2020-01-22;0
